split,method,seed,episodes,success_rate,success_ci95,final_distance_mean,final_distance_ci95,normalized_progress_mean,normalized_progress_ci95,posterior_entropy_final_mean,posterior_entropy_final_ci95,posterior_entropy_mean_mean,posterior_entropy_mean_ci95,near_true_branch_mass_final_mean,near_true_branch_mass_final_ci95,near_true_branch_mass_mean_mean,near_true_branch_mass_mean_ci95,branch_prediction_error_mean_mean,branch_prediction_error_mean_ci95,fallback_activations_mean,fallback_activations_ci95
nominal,adaptive_id_mpc,6,20,0.4500,0.2237,0.0790,0.0164,0.7580,0.0460,0.8436,0.0223,0.8568,0.0268,0.3702,0.0303,0.3678,0.0285,0.0367,0.0022,0.0000,0.0000
nominal,adaptive_id_mpc,7,20,0.5500,0.2237,0.0769,0.0161,0.7632,0.0492,0.8265,0.0251,0.8394,0.0307,0.3942,0.0273,0.3874,0.0230,0.0368,0.0026,0.0000,0.0000
nominal,branch_counterfactual_mpc,0,20,0.4500,0.2237,0.0746,0.0154,0.7683,0.0435,0.8715,0.0105,0.8890,0.0137,0.3603,0.0194,0.3575,0.0177,0.0333,0.0015,0.0000,0.0000
nominal,branch_counterfactual_mpc,1,20,0.3500,0.2145,0.0826,0.0159,0.7416,0.0542,0.8532,0.0139,0.8719,0.0165,0.3807,0.0257,0.3791,0.0222,0.0354,0.0014,0.0000,0.0000
nominal,branch_counterfactual_mpc,2,20,0.7500,0.1947,0.0685,0.0089,0.7779,0.0258,0.8654,0.0122,0.8821,0.0140,0.3635,0.0210,0.3589,0.0177,0.0341,0.0020,0.0000,0.0000
nominal,branch_counterfactual_mpc,3,20,0.4000,0.2203,0.0834,0.0120,0.7380,0.0312,0.8622,0.0137,0.8828,0.0194,0.3730,0.0213,0.3708,0.0188,0.0348,0.0018,0.0000,0.0000
nominal,branch_counterfactual_mpc,4,20,0.4000,0.2203,0.0810,0.0151,0.7515,0.0453,0.8601,0.0123,0.8791,0.0141,0.3565,0.0260,0.3554,0.0230,0.0368,0.0017,0.0000,0.0000
nominal,branch_counterfactual_mpc,5,20,0.6500,0.2145,0.0715,0.0163,0.7668,0.0494,0.8681,0.0120,0.8833,0.0144,0.3544,0.0252,0.3517,0.0241,0.0351,0.0021,0.0000,0.0000
nominal,branch_counterfactual_mpc,6,20,0.4500,0.2237,0.0790,0.0164,0.7580,0.0460,0.8436,0.0223,0.8568,0.0268,0.3702,0.0303,0.3678,0.0285,0.0367,0.0022,0.0000,0.0000
nominal,branch_counterfactual_mpc,7,20,0.5500,0.2237,0.0775,0.0163,0.7610,0.0505,0.8272,0.0252,0.8395,0.0308,0.3956,0.0276,0.3880,0.0231,0.0371,0.0025,0.0000,0.0000
nominal,branch_counterfactual_mpc_v5,0,20,0.4000,0.2203,0.0831,0.0143,0.7358,0.0410,0.8649,0.0129,0.8767,0.0169,0.3607,0.0265,0.3550,0.0266,0.0368,0.0029,2.0000,0.0000
nominal,branch_counterfactual_mpc_v5,1,20,0.5000,0.2248,0.0765,0.0158,0.7667,0.0465,0.8499,0.0133,0.8623,0.0152,0.3717,0.0331,0.3682,0.0309,0.0381,0.0021,2.0000,0.0000
nominal,branch_counterfactual_mpc_v5,2,20,0.6000,0.2203,0.0755,0.0105,0.7479,0.0438,0.8571,0.0138,0.8657,0.0179,0.3555,0.0233,0.3544,0.0220,0.0376,0.0031,2.0000,0.0000
nominal,branch_counterfactual_mpc_v5,3,20,0.3500,0.2145,0.0814,0.0140,0.7427,0.0402,0.8502,0.0153,0.8618,0.0196,0.3808,0.0250,0.3754,0.0228,0.0385,0.0028,2.0000,0.0000
nominal,branch_counterfactual_mpc_v5,4,20,0.3500,0.2145,0.0890,0.0153,0.7205,0.0548,0.8491,0.0133,0.8546,0.0178,0.3690,0.0342,0.3740,0.0334,0.0412,0.0035,2.0000,0.0000
nominal,branch_counterfactual_mpc_v5,5,20,0.6000,0.2203,0.0776,0.0185,0.7431,0.0613,0.8492,0.0168,0.8562,0.0206,0.3737,0.0322,0.3733,0.0325,0.0392,0.0031,1.9500,0.0980
nominal,branch_counterfactual_mpc_v5,6,20,0.4000,0.2203,0.0807,0.0179,0.7526,0.0548,0.8451,0.0193,0.8511,0.0251,0.3788,0.0335,0.3768,0.0320,0.0393,0.0030,1.9000,0.1960
nominal,branch_counterfactual_mpc_v5,7,20,0.5000,0.2248,0.0772,0.0147,0.7607,0.0455,0.8292,0.0242,0.8371,0.0284,0.3938,0.0300,0.3851,0.0268,0.0390,0.0034,1.9000,0.1960
nominal,domain_randomized_mpc,0,20,0.4500,0.2237,0.0746,0.0154,0.7683,0.0435,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,1,20,0.4500,0.2237,0.0786,0.0150,0.7572,0.0458,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,2,20,0.7000,0.2061,0.0663,0.0100,0.7863,0.0288,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,3,20,0.4000,0.2203,0.0847,0.0128,0.7340,0.0339,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,4,20,0.4000,0.2203,0.0822,0.0146,0.7472,0.0437,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,5,20,0.6500,0.2145,0.0727,0.0147,0.7618,0.0427,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,6,20,0.4500,0.2237,0.0789,0.0162,0.7598,0.0436,,,,,,,,,,,0.0000,0.0000
nominal,domain_randomized_mpc,7,20,0.5000,0.2248,0.0835,0.0172,0.7395,0.0581,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,0,20,0.4500,0.2237,0.0740,0.0158,0.7705,0.0450,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,1,20,0.3500,0.2145,0.0826,0.0159,0.7416,0.0542,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,2,20,0.7500,0.1947,0.0685,0.0089,0.7779,0.0258,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,3,20,0.4000,0.2203,0.0834,0.0120,0.7380,0.0312,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,4,20,0.4000,0.2203,0.0810,0.0151,0.7515,0.0453,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,5,20,0.6500,0.2145,0.0715,0.0163,0.7671,0.0495,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,6,20,0.4500,0.2237,0.0782,0.0155,0.7599,0.0444,,,,,,,,,,,0.0000,0.0000
nominal,ensemble_mean_mpc,7,20,0.5500,0.2237,0.0759,0.0180,0.7688,0.0545,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,0,20,0.5000,0.2248,0.0775,0.0145,0.7538,0.0466,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,1,20,0.4500,0.2237,0.0865,0.0183,0.7342,0.0546,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,2,20,0.7500,0.1947,0.0664,0.0064,0.7830,0.0212,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,3,20,0.5000,0.2248,0.0790,0.0121,0.7537,0.0315,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,4,20,0.4000,0.2203,0.0861,0.0162,0.7405,0.0418,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,5,20,0.7000,0.2061,0.0664,0.0145,0.7843,0.0403,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,6,20,0.4000,0.2203,0.0783,0.0120,0.7609,0.0335,,,,,,,,,,,0.0000,0.0000
nominal,nominal_single_branch_mpc,7,20,0.5000,0.2248,0.0793,0.0146,0.7570,0.0439,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,0,20,0.8000,0.1799,0.0582,0.0106,0.8154,0.0333,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,1,20,0.8000,0.1799,0.0554,0.0127,0.8288,0.0422,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,2,20,0.9500,0.0980,0.0557,0.0076,0.8170,0.0261,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,3,20,0.7000,0.2061,0.0632,0.0112,0.8012,0.0356,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,4,20,0.6500,0.2145,0.0606,0.0088,0.8100,0.0314,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,5,20,0.9000,0.1349,0.0542,0.0120,0.8234,0.0333,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,6,20,0.7000,0.2061,0.0562,0.0139,0.8276,0.0418,,,,,,,,,,,0.0000,0.0000
nominal,oracle_hidden_params,7,20,0.6000,0.2203,0.0718,0.0148,0.7796,0.0450,,,,,,,,,,,0.0000,0.0000
nominal,random_push,0,20,0.0500,0.0980,0.1707,0.0301,0.4507,0.1020,,,,,,,,,,,0.0000,0.0000
nominal,random_push,1,20,0.1000,0.1349,0.1665,0.0304,0.4872,0.0961,,,,,,,,,,,0.0000,0.0000
nominal,random_push,2,20,0.0500,0.0980,0.1677,0.0266,0.4507,0.0869,,,,,,,,,,,0.0000,0.0000
nominal,random_push,3,20,0.1500,0.1606,0.1216,0.0259,0.6064,0.0916,,,,,,,,,,,0.0000,0.0000
nominal,random_push,4,20,0.1000,0.1349,0.1785,0.0346,0.4494,0.1027,,,,,,,,,,,0.0000,0.0000
nominal,random_push,5,20,0.0000,0.0000,0.1703,0.0237,0.4341,0.0866,,,,,,,,,,,0.0000,0.0000
nominal,random_push,6,20,0.0000,0.0000,0.1588,0.0248,0.5125,0.0816,,,,,,,,,,,0.0000,0.0000
nominal,random_push,7,20,0.1500,0.1606,0.1466,0.0325,0.5523,0.0959,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,0,20,0.4500,0.2237,0.0771,0.0164,0.7537,0.0495,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,1,20,0.3500,0.2145,0.0827,0.0175,0.7416,0.0578,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,2,20,0.7000,0.2061,0.0671,0.0094,0.7833,0.0267,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,3,20,0.4000,0.2203,0.0848,0.0155,0.7341,0.0406,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,4,20,0.4000,0.2203,0.0821,0.0168,0.7471,0.0539,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,5,20,0.6000,0.2203,0.0755,0.0168,0.7496,0.0539,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,6,20,0.4500,0.2237,0.0845,0.0199,0.7410,0.0567,,,,,,,,,,,0.0000,0.0000
nominal,robust_mean_hybrid_mpc,7,20,0.5000,0.2248,0.0848,0.0184,0.7360,0.0604,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,0,20,0.5000,0.2248,0.0726,0.0199,0.7702,0.0595,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,1,20,0.5500,0.2237,0.0797,0.0221,0.7514,0.0709,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,2,20,0.7500,0.1947,0.0578,0.0163,0.8119,0.0489,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,3,20,0.6000,0.2203,0.0733,0.0228,0.7791,0.0603,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,4,20,0.6500,0.2145,0.0684,0.0254,0.7839,0.0828,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,5,20,0.6500,0.2145,0.0660,0.0202,0.7808,0.0655,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,6,20,0.5500,0.2237,0.0792,0.0226,0.7593,0.0633,,,,,,,,,,,0.0000,0.0000
nominal,robust_worst_case_mpc,7,20,0.6000,0.2203,0.0740,0.0223,0.7726,0.0637,,,,,,,,,,,0.0000,0.0000
observation_noise,adaptive_id_mpc,0,20,0.4000,0.2203,0.0809,0.0156,0.7350,0.0552,0.8557,0.0161,0.8746,0.0164,0.3740,0.0195,0.3698,0.0189,0.0426,0.0025,0.0000,0.0000
observation_noise,adaptive_id_mpc,1,20,0.4500,0.2237,0.0710,0.0103,0.7674,0.0392,0.8689,0.0099,0.8847,0.0145,0.3511,0.0237,0.3546,0.0204,0.0421,0.0027,0.0000,0.0000
observation_noise,adaptive_id_mpc,2,20,0.2500,0.1947,0.0949,0.0117,0.7167,0.0374,0.8499,0.0195,0.8713,0.0196,0.3575,0.0254,0.3637,0.0205,0.0436,0.0033,0.0000,0.0000
observation_noise,adaptive_id_mpc,3,20,0.6000,0.2203,0.0744,0.0166,0.7682,0.0572,0.8468,0.0208,0.8603,0.0231,0.3624,0.0375,0.3597,0.0344,0.0421,0.0026,0.0000,0.0000
observation_noise,adaptive_id_mpc,4,20,0.6500,0.2145,0.0626,0.0151,0.8094,0.0440,0.8403,0.0213,0.8554,0.0286,0.3675,0.0254,0.3622,0.0237,0.0449,0.0035,0.0000,0.0000
observation_noise,adaptive_id_mpc,5,20,0.3000,0.2061,0.0954,0.0120,0.6801,0.0465,0.8474,0.0188,0.8628,0.0252,0.3708,0.0240,0.3719,0.0230,0.0456,0.0032,0.0000,0.0000
observation_noise,adaptive_id_mpc,6,20,0.5000,0.2248,0.0766,0.0183,0.7696,0.0537,0.8474,0.0132,0.8688,0.0170,0.3809,0.0241,0.3722,0.0217,0.0460,0.0035,0.0000,0.0000
observation_noise,adaptive_id_mpc,7,20,0.3500,0.2145,0.0807,0.0116,0.7422,0.0423,0.8517,0.0150,0.8721,0.0185,0.3336,0.0246,0.3334,0.0221,0.0433,0.0025,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,0,20,0.4500,0.2237,0.0847,0.0167,0.7293,0.0512,0.8622,0.0153,0.8802,0.0170,0.3411,0.0238,0.3335,0.0234,0.0435,0.0040,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,1,20,0.6000,0.2203,0.0672,0.0157,0.7811,0.0522,0.8634,0.0137,0.8828,0.0167,0.3776,0.0239,0.3751,0.0238,0.0410,0.0025,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,2,20,0.3000,0.2061,0.0910,0.0111,0.7289,0.0348,0.8393,0.0219,0.8532,0.0232,0.3708,0.0292,0.3647,0.0281,0.0455,0.0029,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,3,20,0.6500,0.2145,0.0715,0.0139,0.7820,0.0368,0.8267,0.0219,0.8538,0.0239,0.3943,0.0342,0.3842,0.0295,0.0457,0.0024,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,4,20,0.5000,0.2248,0.0756,0.0154,0.7681,0.0469,0.8544,0.0147,0.8648,0.0205,0.3900,0.0231,0.3890,0.0222,0.0431,0.0032,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,5,20,0.5000,0.2248,0.0791,0.0155,0.7342,0.0547,0.8536,0.0230,0.8796,0.0215,0.3478,0.0251,0.3414,0.0219,0.0433,0.0035,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,6,20,0.6000,0.2203,0.0742,0.0169,0.7739,0.0517,0.8324,0.0186,0.8513,0.0216,0.3834,0.0213,0.3770,0.0218,0.0484,0.0040,0.0000,0.0000
observation_noise,branch_counterfactual_mpc,7,20,0.7000,0.2061,0.0613,0.0135,0.8060,0.0432,0.8379,0.0353,0.8573,0.0356,0.3539,0.0338,0.3469,0.0296,0.0422,0.0022,0.0000,0.0000
observation_noise,branch_counterfactual_mpc_v5,0,20,0.4500,0.2237,0.0769,0.0192,0.7558,0.0583,0.8497,0.0154,0.8618,0.0178,0.3677,0.0364,0.3664,0.0345,0.0479,0.0033,2.0000,0.0000
observation_noise,branch_counterfactual_mpc_v5,1,20,0.5500,0.2237,0.0730,0.0141,0.7578,0.0540,0.8404,0.0200,0.8486,0.0231,0.3707,0.0317,0.3755,0.0311,0.0464,0.0036,1.9000,0.1960
observation_noise,branch_counterfactual_mpc_v5,2,20,0.5500,0.2237,0.0775,0.0131,0.7717,0.0364,0.8580,0.0138,0.8689,0.0186,0.3551,0.0284,0.3597,0.0260,0.0436,0.0036,2.0000,0.0000
observation_noise,branch_counterfactual_mpc_v5,3,20,0.6500,0.2145,0.0709,0.0161,0.7831,0.0473,0.8508,0.0113,0.8669,0.0152,0.3651,0.0251,0.3576,0.0214,0.0438,0.0025,2.0000,0.0000
observation_noise,branch_counterfactual_mpc_v5,4,20,0.4500,0.2237,0.0783,0.0154,0.7547,0.0531,0.8392,0.0148,0.8522,0.0166,0.3654,0.0342,0.3584,0.0373,0.0474,0.0036,2.0000,0.0000
observation_noise,branch_counterfactual_mpc_v5,5,20,0.3500,0.2145,0.0862,0.0186,0.7107,0.0684,0.8345,0.0179,0.8467,0.0216,0.3736,0.0397,0.3659,0.0391,0.0503,0.0050,1.9500,0.0980
observation_noise,branch_counterfactual_mpc_v5,6,20,0.7000,0.2061,0.0592,0.0165,0.8245,0.0469,0.8472,0.0174,0.8681,0.0190,0.3772,0.0322,0.3649,0.0262,0.0435,0.0035,1.9500,0.0980
observation_noise,branch_counterfactual_mpc_v5,7,20,0.4500,0.2237,0.0777,0.0137,0.7532,0.0502,0.8425,0.0207,0.8573,0.0254,0.3512,0.0307,0.3429,0.0292,0.0446,0.0035,2.0000,0.0000
observation_noise,domain_randomized_mpc,0,20,0.3500,0.2145,0.0814,0.0143,0.7401,0.0444,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,1,20,0.6000,0.2203,0.0735,0.0134,0.7600,0.0499,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,2,20,0.3500,0.2145,0.0827,0.0173,0.7534,0.0565,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,3,20,0.4500,0.2237,0.0770,0.0154,0.7574,0.0526,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,4,20,0.5500,0.2237,0.0738,0.0160,0.7755,0.0470,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,5,20,0.5000,0.2248,0.0737,0.0127,0.7558,0.0408,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,6,20,0.7000,0.2061,0.0658,0.0108,0.8014,0.0301,,,,,,,,,,,0.0000,0.0000
observation_noise,domain_randomized_mpc,7,20,0.6000,0.2203,0.0676,0.0155,0.7804,0.0558,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,0,20,0.6000,0.2203,0.0742,0.0130,0.7626,0.0386,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,1,20,0.6000,0.2203,0.0736,0.0104,0.7623,0.0322,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,2,20,0.5000,0.2248,0.0740,0.0128,0.7805,0.0369,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,3,20,0.4500,0.2237,0.0803,0.0148,0.7540,0.0416,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,4,20,0.3500,0.2145,0.0904,0.0159,0.7240,0.0468,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,5,20,0.6000,0.2203,0.0729,0.0140,0.7597,0.0467,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,6,20,0.4500,0.2237,0.0821,0.0156,0.7526,0.0450,,,,,,,,,,,0.0000,0.0000
observation_noise,ensemble_mean_mpc,7,20,0.5500,0.2237,0.0870,0.0142,0.7269,0.0436,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,0,20,0.3500,0.2145,0.0830,0.0178,0.7349,0.0564,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,1,20,0.4500,0.2237,0.0780,0.0174,0.7551,0.0497,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,2,20,0.5000,0.2248,0.0736,0.0143,0.7789,0.0453,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,3,20,0.5500,0.2237,0.0780,0.0173,0.7578,0.0533,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,4,20,0.5000,0.2248,0.0794,0.0189,0.7578,0.0531,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,5,20,0.5500,0.2237,0.0710,0.0124,0.7676,0.0400,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,6,20,0.6000,0.2203,0.0823,0.0169,0.7438,0.0573,,,,,,,,,,,0.0000,0.0000
observation_noise,nominal_single_branch_mpc,7,20,0.4500,0.2237,0.0845,0.0176,0.7379,0.0540,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,0,20,0.8500,0.1606,0.0590,0.0115,0.8091,0.0396,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,1,20,0.7000,0.2061,0.0613,0.0106,0.8033,0.0309,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,2,20,0.6500,0.2145,0.0658,0.0127,0.8085,0.0342,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,3,20,0.8000,0.1799,0.0585,0.0122,0.8167,0.0412,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,4,20,0.7000,0.2061,0.0564,0.0122,0.8278,0.0359,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,5,20,0.8500,0.1606,0.0549,0.0099,0.8185,0.0332,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,6,20,0.7000,0.2061,0.0578,0.0143,0.8257,0.0422,,,,,,,,,,,0.0000,0.0000
observation_noise,oracle_hidden_params,7,20,0.7500,0.1947,0.0611,0.0132,0.8073,0.0412,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,0,20,0.0500,0.0980,0.1585,0.0274,0.4859,0.0982,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,1,20,0.2000,0.1799,0.1469,0.0360,0.5314,0.1122,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,2,20,0.0500,0.0980,0.1674,0.0312,0.4961,0.1046,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,3,20,0.0500,0.0980,0.1299,0.0218,0.6003,0.0605,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,4,20,0.3500,0.2145,0.1289,0.0337,0.5950,0.1122,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,5,20,0.2000,0.1799,0.1315,0.0262,0.5658,0.0850,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,6,20,0.0500,0.0980,0.1585,0.0224,0.5140,0.0686,,,,,,,,,,,0.0000,0.0000
observation_noise,random_push,7,20,0.1000,0.1349,0.1409,0.0274,0.5485,0.0981,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,0,20,0.6500,0.2145,0.0693,0.0160,0.7750,0.0523,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,1,20,0.5000,0.2248,0.0790,0.0169,0.7444,0.0572,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,2,20,0.4000,0.2203,0.0887,0.0158,0.7399,0.0456,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,3,20,0.5000,0.2248,0.0787,0.0185,0.7625,0.0478,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,4,20,0.6500,0.2145,0.0662,0.0133,0.7963,0.0418,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,5,20,0.6000,0.2203,0.0733,0.0152,0.7572,0.0474,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,6,20,0.4000,0.2203,0.0788,0.0178,0.7641,0.0507,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_mean_hybrid_mpc,7,20,0.4500,0.2237,0.0797,0.0134,0.7493,0.0433,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,0,20,0.6500,0.2145,0.0668,0.0187,0.7836,0.0621,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,1,20,0.5000,0.2248,0.0806,0.0228,0.7380,0.0723,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,2,20,0.2500,0.1947,0.1035,0.0211,0.6919,0.0658,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,3,20,0.6000,0.2203,0.0673,0.0167,0.7865,0.0595,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,4,20,0.6000,0.2203,0.0691,0.0235,0.7824,0.0754,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,5,20,0.4500,0.2237,0.0807,0.0213,0.7300,0.0790,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,6,20,0.5500,0.2237,0.0728,0.0136,0.7776,0.0415,,,,,,,,,,,0.0000,0.0000
observation_noise,robust_worst_case_mpc,7,20,0.6500,0.2145,0.0741,0.0246,0.7734,0.0723,,,,,,,,,,,0.0000,0.0000
target_shift,adaptive_id_mpc,0,20,0.5000,0.2248,0.0871,0.0167,0.7873,0.0387,0.8405,0.0215,0.8468,0.0238,0.3843,0.0364,0.3797,0.0354,0.0405,0.0035,0.0000,0.0000
target_shift,adaptive_id_mpc,1,20,0.6000,0.2203,0.0735,0.0152,0.8194,0.0342,0.8285,0.0170,0.8349,0.0211,0.3780,0.0277,0.3764,0.0298,0.0422,0.0030,0.0000,0.0000
target_shift,adaptive_id_mpc,2,20,0.3500,0.2145,0.0944,0.0144,0.7697,0.0320,0.8425,0.0184,0.8437,0.0228,0.3677,0.0320,0.3675,0.0290,0.0400,0.0030,0.0000,0.0000
target_shift,adaptive_id_mpc,3,20,0.4500,0.2237,0.0814,0.0191,0.8008,0.0428,0.8423,0.0179,0.8499,0.0218,0.3861,0.0271,0.3818,0.0266,0.0394,0.0033,0.0000,0.0000
target_shift,adaptive_id_mpc,4,20,0.3500,0.2145,0.0916,0.0139,0.7708,0.0343,0.8245,0.0238,0.8253,0.0290,0.3942,0.0293,0.3945,0.0293,0.0414,0.0031,0.0000,0.0000
target_shift,adaptive_id_mpc,5,20,0.4500,0.2237,0.0886,0.0158,0.7779,0.0341,0.8399,0.0253,0.8488,0.0307,0.3642,0.0313,0.3591,0.0287,0.0401,0.0041,0.0000,0.0000
target_shift,adaptive_id_mpc,6,20,0.4500,0.2237,0.0873,0.0181,0.7848,0.0410,0.8520,0.0162,0.8602,0.0186,0.3527,0.0309,0.3466,0.0299,0.0392,0.0034,0.0000,0.0000
target_shift,adaptive_id_mpc,7,20,0.3500,0.2145,0.0882,0.0130,0.7766,0.0321,0.8428,0.0200,0.8461,0.0235,0.3896,0.0250,0.3882,0.0217,0.0405,0.0027,0.0000,0.0000
target_shift,branch_counterfactual_mpc,0,20,0.5000,0.2248,0.0883,0.0162,0.7842,0.0374,0.8396,0.0212,0.8461,0.0235,0.3845,0.0365,0.3802,0.0356,0.0407,0.0034,0.0000,0.0000
target_shift,branch_counterfactual_mpc,1,20,0.6000,0.2203,0.0715,0.0141,0.8244,0.0307,0.8261,0.0165,0.8342,0.0210,0.3760,0.0281,0.3758,0.0299,0.0421,0.0030,0.0000,0.0000
