seed,episode,split,method,true_mass,true_friction,initial_distance,final_distance,success,normalized_progress,ablation
0,10,nominal,random_push,0.0800,0.6500,0.3108,0.0130,1.0000,0.9580,False
0,10,nominal,nominal_single_branch_mpc,0.0800,0.6500,0.3108,0.0654,1.0000,0.7895,False
0,10,nominal,ensemble_mean_mpc,0.0800,0.6500,0.3108,0.0654,1.0000,0.7895,False
0,10,nominal,robust_worst_case_mpc,0.0800,0.6500,0.3108,0.0654,1.0000,0.7895,False
0,10,nominal,branch_counterfactual_mpc,0.0800,0.6500,0.3108,0.0654,1.0000,0.7895,False
0,10,nominal,oracle_hidden_params,0.0800,0.6500,0.3108,0.0654,1.0000,0.7895,False
0,11,nominal,random_push,0.1200,0.9500,0.3551,0.1657,0.0000,0.5334,False
0,11,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.3551,0.1244,0.0000,0.6496,False
0,11,nominal,ensemble_mean_mpc,0.1200,0.9500,0.3551,0.0269,1.0000,0.9244,False
0,11,nominal,robust_worst_case_mpc,0.1200,0.9500,0.3551,0.0269,1.0000,0.9244,False
0,11,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.3551,0.0269,1.0000,0.9244,False
0,11,nominal,oracle_hidden_params,0.1200,0.9500,0.3551,0.0332,1.0000,0.9065,False
0,12,nominal,random_push,0.1200,0.3500,0.3726,0.1981,0.0000,0.4685,False
0,12,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3726,0.0853,0.0000,0.7711,False
0,12,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3726,0.0994,0.0000,0.7333,False
0,12,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3726,0.1280,0.0000,0.6565,False
0,12,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3726,0.0994,0.0000,0.7333,False
0,12,nominal,oracle_hidden_params,0.1200,0.3500,0.3726,0.0068,1.0000,0.9818,False
0,13,nominal,random_push,0.0800,0.3500,0.2554,0.0502,1.0000,0.8035,False
0,13,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.2554,0.0831,0.0000,0.6747,False
0,13,nominal,ensemble_mean_mpc,0.0800,0.3500,0.2554,0.0831,0.0000,0.6747,False
0,13,nominal,robust_worst_case_mpc,0.0800,0.3500,0.2554,0.0917,0.0000,0.6411,False
0,13,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.2554,0.0831,0.0000,0.6747,False
0,13,nominal,oracle_hidden_params,0.0800,0.3500,0.2554,0.0651,1.0000,0.7449,False
0,14,nominal,random_push,0.1800,0.9500,0.2765,0.1175,0.0000,0.5752,False
0,14,nominal,nominal_single_branch_mpc,0.1800,0.9500,0.2765,0.0141,1.0000,0.9490,False
0,14,nominal,ensemble_mean_mpc,0.1800,0.9500,0.2765,0.0279,1.0000,0.8992,False
0,14,nominal,robust_worst_case_mpc,0.1800,0.9500,0.2765,0.0391,1.0000,0.8588,False
0,14,nominal,branch_counterfactual_mpc,0.1800,0.9500,0.2765,0.0279,1.0000,0.8992,False
0,14,nominal,oracle_hidden_params,0.1800,0.9500,0.2765,0.0141,1.0000,0.9490,False
0,15,nominal,random_push,0.1800,0.6500,0.3199,0.1422,0.0000,0.5555,False
0,15,nominal,nominal_single_branch_mpc,0.1800,0.6500,0.3199,0.0113,1.0000,0.9647,False
0,15,nominal,ensemble_mean_mpc,0.1800,0.6500,0.3199,0.0113,1.0000,0.9647,False
0,15,nominal,robust_worst_case_mpc,0.1800,0.6500,0.3199,0.0632,1.0000,0.8026,False
0,15,nominal,branch_counterfactual_mpc,0.1800,0.6500,0.3199,0.0113,1.0000,0.9647,False
0,15,nominal,oracle_hidden_params,0.1800,0.6500,0.3199,0.0719,1.0000,0.7751,False
1,0,nominal,random_push,0.0800,0.3500,0.3880,0.1998,0.0000,0.4850,False
1,0,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.3880,0.1248,0.0000,0.6783,False
1,0,nominal,ensemble_mean_mpc,0.0800,0.3500,0.3880,0.0748,1.0000,0.8073,False
1,0,nominal,robust_worst_case_mpc,0.0800,0.3500,0.3880,0.0165,1.0000,0.9574,False
1,0,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.3880,0.0748,1.0000,0.8073,False
1,0,nominal,oracle_hidden_params,0.0800,0.3500,0.3880,0.0220,1.0000,0.9432,False
1,1,nominal,random_push,0.1800,0.3500,0.2970,0.1429,0.0000,0.5189,False
1,1,nominal,nominal_single_branch_mpc,0.1800,0.3500,0.2970,0.0431,1.0000,0.8547,False
1,1,nominal,ensemble_mean_mpc,0.1800,0.3500,0.2970,0.0431,1.0000,0.8547,False
1,1,nominal,robust_worst_case_mpc,0.1800,0.3500,0.2970,0.0431,1.0000,0.8547,False
1,1,nominal,branch_counterfactual_mpc,0.1800,0.3500,0.2970,0.0431,1.0000,0.8547,False
1,1,nominal,oracle_hidden_params,0.1800,0.3500,0.2970,0.0242,1.0000,0.9183,False
1,2,nominal,random_push,0.1200,0.6500,0.3709,0.2072,0.0000,0.4412,False
1,2,nominal,nominal_single_branch_mpc,0.1200,0.6500,0.3709,0.0728,1.0000,0.8038,False
1,2,nominal,ensemble_mean_mpc,0.1200,0.6500,0.3709,0.0746,1.0000,0.7989,False
1,2,nominal,robust_worst_case_mpc,0.1200,0.6500,0.3709,0.0746,1.0000,0.7989,False
1,2,nominal,branch_counterfactual_mpc,0.1200,0.6500,0.3709,0.0746,1.0000,0.7989,False
1,2,nominal,oracle_hidden_params,0.1200,0.6500,0.3709,0.0728,1.0000,0.8038,False
1,3,nominal,random_push,0.1200,0.3500,0.3322,0.1032,0.0000,0.6893,False
1,3,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3322,0.1347,0.0000,0.5945,False
1,3,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3322,0.0961,0.0000,0.7108,False
1,3,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3322,0.0961,0.0000,0.7108,False
1,3,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3322,0.0961,0.0000,0.7108,False
1,3,nominal,oracle_hidden_params,0.1200,0.3500,0.3322,0.0660,1.0000,0.8013,False
1,4,nominal,random_push,0.1200,0.3500,0.3824,0.2239,0.0000,0.4143,False
1,4,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3824,0.1123,0.0000,0.7062,False
1,4,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3824,0.1123,0.0000,0.7062,False
1,4,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3824,0.1359,0.0000,0.6446,False
1,4,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3824,0.1123,0.0000,0.7062,False
1,4,nominal,oracle_hidden_params,0.1200,0.3500,0.3824,0.0322,1.0000,0.9158,False
1,5,nominal,random_push,0.1200,0.6500,0.2908,0.1976,0.0000,0.3205,False
1,5,nominal,nominal_single_branch_mpc,0.1200,0.6500,0.2908,0.0315,1.0000,0.8915,False
1,5,nominal,ensemble_mean_mpc,0.1200,0.6500,0.2908,0.0672,1.0000,0.7690,False
1,5,nominal,robust_worst_case_mpc,0.1200,0.6500,0.2908,0.0568,1.0000,0.8048,False
1,5,nominal,branch_counterfactual_mpc,0.1200,0.6500,0.2908,0.0672,1.0000,0.7690,False
1,5,nominal,oracle_hidden_params,0.1200,0.6500,0.2908,0.0315,1.0000,0.8915,False
1,6,nominal,random_push,0.1200,0.9500,0.3683,0.1953,0.0000,0.4697,False
1,6,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.3683,0.0677,1.0000,0.8161,False
1,6,nominal,ensemble_mean_mpc,0.1200,0.9500,0.3683,0.0677,1.0000,0.8161,False
1,6,nominal,robust_worst_case_mpc,0.1200,0.9500,0.3683,0.0804,0.0000,0.7817,False
1,6,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.3683,0.0677,1.0000,0.8161,False
1,6,nominal,oracle_hidden_params,0.1200,0.9500,0.3683,0.0815,0.0000,0.7787,False
1,7,nominal,random_push,0.1200,0.3500,0.3431,0.2620,0.0000,0.2365,False
1,7,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3431,0.1345,0.0000,0.6081,False
1,7,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3431,0.0269,1.0000,0.9215,False
1,7,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3431,0.0089,1.0000,0.9742,False
1,7,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3431,0.0269,1.0000,0.9215,False
1,7,nominal,oracle_hidden_params,0.1200,0.3500,0.3431,0.0131,1.0000,0.9617,False
1,8,nominal,random_push,0.0800,0.3500,0.3766,0.1167,0.0000,0.6900,False
1,8,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.3766,0.1148,0.0000,0.6950,False
1,8,nominal,ensemble_mean_mpc,0.0800,0.3500,0.3766,0.1308,0.0000,0.6526,False
1,8,nominal,robust_worst_case_mpc,0.0800,0.3500,0.3766,0.1308,0.0000,0.6526,False
1,8,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.3766,0.1308,0.0000,0.6526,False
1,8,nominal,oracle_hidden_params,0.0800,0.3500,0.3766,0.0500,1.0000,0.8671,False
1,9,nominal,random_push,0.1200,0.9500,0.3618,0.1664,0.0000,0.5401,False
1,9,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.3618,0.1631,0.0000,0.5493,False
1,9,nominal,ensemble_mean_mpc,0.1200,0.9500,0.3618,0.0453,1.0000,0.8749,False
1,9,nominal,robust_worst_case_mpc,0.1200,0.9500,0.3618,0.0543,1.0000,0.8500,False
1,9,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.3618,0.0676,1.0000,0.8131,False
1,9,nominal,oracle_hidden_params,0.1200,0.9500,0.3618,0.0676,1.0000,0.8131,False
1,10,nominal,random_push,0.1200,0.6500,0.2654,0.1362,0.0000,0.4868,False
1,10,nominal,nominal_single_branch_mpc,0.1200,0.6500,0.2654,0.0138,1.0000,0.9481,False
1,10,nominal,ensemble_mean_mpc,0.1200,0.6500,0.2654,0.0040,1.0000,0.9850,False
1,10,nominal,robust_worst_case_mpc,0.1200,0.6500,0.2654,0.1157,0.0000,0.5639,False
1,10,nominal,branch_counterfactual_mpc,0.1200,0.6500,0.2654,0.0138,1.0000,0.9481,False
1,10,nominal,oracle_hidden_params,0.1200,0.6500,0.2654,0.0138,1.0000,0.9481,False
1,11,nominal,random_push,0.0800,0.3500,0.2459,0.1432,0.0000,0.4176,False
1,11,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.2459,0.0452,1.0000,0.8161,False
1,11,nominal,ensemble_mean_mpc,0.0800,0.3500,0.2459,0.0452,1.0000,0.8161,False
1,11,nominal,robust_worst_case_mpc,0.0800,0.3500,0.2459,0.1170,0.0000,0.5242,False
1,11,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.2459,0.0452,1.0000,0.8161,False
1,11,nominal,oracle_hidden_params,0.0800,0.3500,0.2459,0.0543,1.0000,0.7794,False
1,12,nominal,random_push,0.0800,0.9500,0.3532,0.1773,0.0000,0.4980,False
1,12,nominal,nominal_single_branch_mpc,0.0800,0.9500,0.3532,0.0526,1.0000,0.8512,False
1,12,nominal,ensemble_mean_mpc,0.0800,0.9500,0.3532,0.0474,1.0000,0.8658,False
1,12,nominal,robust_worst_case_mpc,0.0800,0.9500,0.3532,0.0526,1.0000,0.8512,False
1,12,nominal,branch_counterfactual_mpc,0.0800,0.9500,0.3532,0.0474,1.0000,0.8658,False
1,12,nominal,oracle_hidden_params,0.0800,0.9500,0.3532,0.0215,1.0000,0.9390,False
1,13,nominal,random_push,0.1200,0.3500,0.2427,0.1427,0.0000,0.4119,False
1,13,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.2427,0.0496,1.0000,0.7956,False
1,13,nominal,ensemble_mean_mpc,0.1200,0.3500,0.2427,0.0599,1.0000,0.7530,False
1,13,nominal,robust_worst_case_mpc,0.1200,0.3500,0.2427,0.0599,1.0000,0.7530,False
1,13,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.2427,0.0599,1.0000,0.7530,False
1,13,nominal,oracle_hidden_params,0.1200,0.3500,0.2427,0.0148,1.0000,0.9389,False
1,14,nominal,random_push,0.1800,0.6500,0.3028,0.1174,0.0000,0.6123,False
1,14,nominal,nominal_single_branch_mpc,0.1800,0.6500,0.3028,0.0570,1.0000,0.8117,False
1,14,nominal,ensemble_mean_mpc,0.1800,0.6500,0.3028,0.0570,1.0000,0.8117,False
1,14,nominal,robust_worst_case_mpc,0.1800,0.6500,0.3028,0.0570,1.0000,0.8117,False
1,14,nominal,branch_counterfactual_mpc,0.1800,0.6500,0.3028,0.0570,1.0000,0.8117,False
1,14,nominal,oracle_hidden_params,0.1800,0.6500,0.3028,0.0570,1.0000,0.8117,False
1,15,nominal,random_push,0.0800,0.6500,0.3803,0.2538,0.0000,0.3326,False
1,15,nominal,nominal_single_branch_mpc,0.0800,0.6500,0.3803,0.0187,1.0000,0.9507,False
1,15,nominal,ensemble_mean_mpc,0.0800,0.6500,0.3803,0.0661,1.0000,0.8263,False
1,15,nominal,robust_worst_case_mpc,0.0800,0.6500,0.3803,0.0647,1.0000,0.8299,False
1,15,nominal,branch_counterfactual_mpc,0.0800,0.6500,0.3803,0.0661,1.0000,0.8263,False
1,15,nominal,oracle_hidden_params,0.0800,0.6500,0.3803,0.0187,1.0000,0.9507,False
2,0,nominal,random_push,0.0800,0.6500,0.3295,0.2174,0.0000,0.3404,False
2,0,nominal,nominal_single_branch_mpc,0.0800,0.6500,0.3295,0.0531,1.0000,0.8388,False
2,0,nominal,ensemble_mean_mpc,0.0800,0.6500,0.3295,0.0531,1.0000,0.8388,False
2,0,nominal,robust_worst_case_mpc,0.0800,0.6500,0.3295,0.0531,1.0000,0.8388,False
2,0,nominal,branch_counterfactual_mpc,0.0800,0.6500,0.3295,0.0531,1.0000,0.8388,False
2,0,nominal,oracle_hidden_params,0.0800,0.6500,0.3295,0.0531,1.0000,0.8388,False
2,1,nominal,random_push,0.1200,0.9500,0.3388,0.0545,1.0000,0.8391,False
2,1,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.3388,0.1089,0.0000,0.6787,False
2,1,nominal,ensemble_mean_mpc,0.1200,0.9500,0.3388,0.0537,1.0000,0.8415,False
2,1,nominal,robust_worst_case_mpc,0.1200,0.9500,0.3388,0.0537,1.0000,0.8415,False
2,1,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.3388,0.0537,1.0000,0.8415,False
2,1,nominal,oracle_hidden_params,0.1200,0.9500,0.3388,0.0537,1.0000,0.8415,False
2,2,nominal,random_push,0.1800,0.3500,0.3388,0.2106,0.0000,0.3785,False
2,2,nominal,nominal_single_branch_mpc,0.1800,0.3500,0.3388,0.0312,1.0000,0.9079,False
2,2,nominal,ensemble_mean_mpc,0.1800,0.3500,0.3388,0.0312,1.0000,0.9079,False
2,2,nominal,robust_worst_case_mpc,0.1800,0.3500,0.3388,0.0312,1.0000,0.9079,False
2,2,nominal,branch_counterfactual_mpc,0.1800,0.3500,0.3388,0.0312,1.0000,0.9079,False
2,2,nominal,oracle_hidden_params,0.1800,0.3500,0.3388,0.0232,1.0000,0.9316,False
2,3,nominal,random_push,0.1200,0.3500,0.3057,0.2037,0.0000,0.3339,False
2,3,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3057,0.0746,1.0000,0.7560,False
2,3,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3057,0.0746,1.0000,0.7560,False
2,3,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3057,0.0844,0.0000,0.7240,False
2,3,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3057,0.0746,1.0000,0.7560,False
2,3,nominal,oracle_hidden_params,0.1200,0.3500,0.3057,0.0840,0.0000,0.7251,False
2,4,nominal,random_push,0.1800,0.6500,0.2406,0.1854,0.0000,0.2295,False
2,4,nominal,nominal_single_branch_mpc,0.1800,0.6500,0.2406,0.0928,0.0000,0.6141,False
2,4,nominal,ensemble_mean_mpc,0.1800,0.6500,0.2406,0.0397,1.0000,0.8349,False
2,4,nominal,robust_worst_case_mpc,0.1800,0.6500,0.2406,0.0807,0.0000,0.6644,False
2,4,nominal,branch_counterfactual_mpc,0.1800,0.6500,0.2406,0.0397,1.0000,0.8349,False
2,4,nominal,oracle_hidden_params,0.1800,0.6500,0.2406,0.0928,0.0000,0.6141,False
2,5,nominal,random_push,0.1800,0.6500,0.2763,0.2005,0.0000,0.2741,False
2,5,nominal,nominal_single_branch_mpc,0.1800,0.6500,0.2763,0.0535,1.0000,0.8062,False
2,5,nominal,ensemble_mean_mpc,0.1800,0.6500,0.2763,0.0984,0.0000,0.6438,False
2,5,nominal,robust_worst_case_mpc,0.1800,0.6500,0.2763,0.0984,0.0000,0.6438,False
2,5,nominal,branch_counterfactual_mpc,0.1800,0.6500,0.2763,0.0984,0.0000,0.6438,False
2,5,nominal,oracle_hidden_params,0.1800,0.6500,0.2763,0.0535,1.0000,0.8062,False
2,6,nominal,random_push,0.0800,0.3500,0.2923,0.2363,0.0000,0.1916,False
2,6,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.2923,0.1407,0.0000,0.5184,False
2,6,nominal,ensemble_mean_mpc,0.0800,0.3500,0.2923,0.0818,0.0000,0.7201,False
2,6,nominal,robust_worst_case_mpc,0.0800,0.3500,0.2923,0.0576,1.0000,0.8028,False
2,6,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.2923,0.0818,0.0000,0.7201,False
2,6,nominal,oracle_hidden_params,0.0800,0.3500,0.2923,0.1146,0.0000,0.6077,False
2,7,nominal,random_push,0.1200,0.9500,0.3260,0.1641,0.0000,0.4968,False
2,7,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.3260,0.0399,1.0000,0.8778,False
2,7,nominal,ensemble_mean_mpc,0.1200,0.9500,0.3260,0.0605,1.0000,0.8145,False
2,7,nominal,robust_worst_case_mpc,0.1200,0.9500,0.3260,0.0605,1.0000,0.8145,False
2,7,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.3260,0.0605,1.0000,0.8145,False
2,7,nominal,oracle_hidden_params,0.1200,0.9500,0.3260,0.0399,1.0000,0.8778,False
2,8,nominal,random_push,0.1800,0.9500,0.2783,0.2716,0.0000,0.0240,False
2,8,nominal,nominal_single_branch_mpc,0.1800,0.9500,0.2783,0.0082,1.0000,0.9706,False
2,8,nominal,ensemble_mean_mpc,0.1800,0.9500,0.2783,0.0706,1.0000,0.7462,False
2,8,nominal,robust_worst_case_mpc,0.1800,0.9500,0.2783,0.0412,1.0000,0.8518,False
2,8,nominal,branch_counterfactual_mpc,0.1800,0.9500,0.2783,0.0706,1.0000,0.7462,False
2,8,nominal,oracle_hidden_params,0.1800,0.9500,0.2783,0.0032,1.0000,0.9884,False
2,9,nominal,random_push,0.0800,0.3500,0.3853,0.2233,0.0000,0.4204,False
2,9,nominal,nominal_single_branch_mpc,0.0800,0.3500,0.3853,0.1204,0.0000,0.6874,False
2,9,nominal,ensemble_mean_mpc,0.0800,0.3500,0.3853,0.0766,0.0000,0.8012,False
2,9,nominal,robust_worst_case_mpc,0.0800,0.3500,0.3853,0.0062,1.0000,0.9839,False
2,9,nominal,branch_counterfactual_mpc,0.0800,0.3500,0.3853,0.0766,0.0000,0.8012,False
2,9,nominal,oracle_hidden_params,0.0800,0.3500,0.3853,0.0289,1.0000,0.9249,False
2,10,nominal,random_push,0.0800,0.6500,0.3542,0.0713,1.0000,0.7988,False
2,10,nominal,nominal_single_branch_mpc,0.0800,0.6500,0.3542,0.0830,0.0000,0.7658,False
2,10,nominal,ensemble_mean_mpc,0.0800,0.6500,0.3542,0.0830,0.0000,0.7658,False
2,10,nominal,robust_worst_case_mpc,0.0800,0.6500,0.3542,0.0830,0.0000,0.7658,False
2,10,nominal,branch_counterfactual_mpc,0.0800,0.6500,0.3542,0.0830,0.0000,0.7658,False
2,10,nominal,oracle_hidden_params,0.0800,0.6500,0.3542,0.0830,0.0000,0.7658,False
2,11,nominal,random_push,0.1200,0.9500,0.2817,0.2328,0.0000,0.1738,False
2,11,nominal,nominal_single_branch_mpc,0.1200,0.9500,0.2817,0.0479,1.0000,0.8300,False
2,11,nominal,ensemble_mean_mpc,0.1200,0.9500,0.2817,0.0172,1.0000,0.9388,False
2,11,nominal,robust_worst_case_mpc,0.1200,0.9500,0.2817,0.0479,1.0000,0.8300,False
2,11,nominal,branch_counterfactual_mpc,0.1200,0.9500,0.2817,0.0172,1.0000,0.9388,False
2,11,nominal,oracle_hidden_params,0.1200,0.9500,0.2817,0.0304,1.0000,0.8921,False
2,12,nominal,random_push,0.1200,0.3500,0.3093,0.2332,0.0000,0.2462,False
2,12,nominal,nominal_single_branch_mpc,0.1200,0.3500,0.3093,0.0780,0.0000,0.7478,False
2,12,nominal,ensemble_mean_mpc,0.1200,0.3500,0.3093,0.0780,0.0000,0.7478,False
2,12,nominal,robust_worst_case_mpc,0.1200,0.3500,0.3093,0.0904,0.0000,0.7076,False
2,12,nominal,branch_counterfactual_mpc,0.1200,0.3500,0.3093,0.0904,0.0000,0.7076,False
2,12,nominal,oracle_hidden_params,0.1200,0.3500,0.3093,0.0822,0.0000,0.7342,False
2,13,nominal,random_push,0.1200,0.6500,0.3776,0.1165,0.0000,0.6916,False
2,13,nominal,nominal_single_branch_mpc,0.1200,0.6500,0.3776,0.0191,1.0000,0.9494,False
2,13,nominal,ensemble_mean_mpc,0.1200,0.6500,0.3776,0.0479,1.0000,0.8733,False
2,13,nominal,robust_worst_case_mpc,0.1200,0.6500,0.3776,0.0479,1.0000,0.8733,False
